0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
0.71,0.71,0.71,0.68,0.68,0.68,0.68,0.66,0.66,0.65,0.65
0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
