0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.71,0.71,0.71,0.63,0.63,0.64,0.64,0.64,0.65,0.65,0.65
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.66,0.66
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
