 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74
 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54
 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54
 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54
 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71
 0.72, 0.72, 0.72, 0.72, 0.72, 0.72, 0.72, 0.72, 0.72, 0.72, 0.72
 0.72, 0.72, 0.72, 0.72, 0.72, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58
 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.51, 0.54, 0.54, 0.58, 0.71
 0.72, 0.72, 0.72, 0.72, 0.72, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54
 0.55, 0.55, 0.55, 0.55, 0.52, 0.55, 0.55, 0.55, 0.54, 0.54, 0.71
