0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.95,0.95,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.94
0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.93,0.93,0.94,0.94
0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94
0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.92,0.92
