 0.52, 0.52, 0.52, 0.52, 0.52, 0.52, 0.52, 0.52, 0.52, 0.52, 0.52
 0.43, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43, 0.43
 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51
 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49
 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54
 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54
 0.54, 0.54, 0.54, 0.54, 0.54, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4
 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.37, 0.37, 0.37, 0.37, 0.4
 0.54, 0.54, 0.54, 0.54, 0.54, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51
 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.37, 0.37
