0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32
0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.32,0.32,0.32,0.32
0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.35
