0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.52,0.53,0.53
0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.44,0.42,0.42,0.42
0.46,0.46,0.46,0.46,0.46,0.44,0.44,0.47,0.47,0.53,0.53
