0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
0.7,0.7,0.69,0.65,0.65,0.64,0.64,0.64,0.64,0.64,0.65
0.7,0.7,0.69,0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.65
0.64,0.7,0.71,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.7
0.64,0.7,0.71,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.7
