0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
0.45,0.45,0.45,0.45,0.43,0.43,0.43,0.43,0.43,0.49,0.41
0.43,0.46,0.49,0.36,0.48,0.39,0.49,0.48,0.45,0.51,0.42
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
0.5,0.46,0.41,0.41,0.38,0.5,0.46,0.42,0.38,0.42,0.47
0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
0.38,0.38,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
