 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55
 0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42
 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57
 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54
 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62
 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65
 0.65, 0.65, 0.65, 0.65, 0.65, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58
 0.55, 0.55, 0.55, 0.55, 0.55, 0.57, 0.55, 0.55, 0.57, 0.55, 0.58
 0.65, 0.65, 0.65, 0.65, 0.65, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57
 0.57, 0.57, 0.57, 0.57, 0.55, 0.55, 0.57, 0.57, 0.55, 0.55, 0.62
