 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58
 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54
 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58, 0.58
 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62
 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65
 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65
 0.63, 0.63, 0.63, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65
 0.54, 0.6, 0.54, 0.58, 0.57, 0.63, 0.58, 0.58, 0.58, 0.58, 0.58
 0.65, 0.65, 0.65, 0.65, 0.65, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62
 0.6, 0.6, 0.63, 0.63, 0.57, 0.57, 0.63, 0.62, 0.58, 0.58, 0.65
