0.93
,0.93
,0.93
,0.93
,0.93
,0.93
,0.93
,0.93
,0.93
,0.93
,0.93

0.9
,0.9
,0.9
,0.9
,0.9
,0.9
,0.9
,0.9
,0.9
,0.9
,0.9
0.96
,0.96
,0.96
,0.96
,0.96
,0.96
,0.96
,0.96
,0.96
,0.96
,0.96
0.94
,0.94
,0.94
,0.94
,0.94
,0.94
,0.94
,0.94
,0.94
,0.94
,0.94

0.94
,0.94
,0.94
,0.94
,0.94
,0.94
,0.94
,0.94
,0.94
,0.94
,0.94

0.93
,0.93
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92

0.96
,0.96
,0.96
,0.96
,0.96
,0.96
,0.96
,0.94
,0.91
,0.92
,0.92

0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92

0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.92
,0.91
,0.92

