 0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77
 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68
 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75
 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75
 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76
 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76
 0.77, 0.77, 0.77, 0.73, 0.74, 0.71, 0.71, 0.7, 0.71, 0.71, 0.71
 0.77, 0.77, 0.77, 0.73, 0.7, 0.7, 0.7, 0.7, 0.71, 0.71, 0.7
 0.72, 0.73, 0.73, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.77, 0.77
 0.72, 0.73, 0.73, 0.76, 0.76, 0.76, 0.76, 0.77, 0.77, 0.73, 0.73
